Place, Starters, Points, Points Total, First Name, Last Name, Category, Event, Race, Date, Notes
5,42, 3, 3,"Dan"	,"Anderson"	,"3"	,"OBRA Cyclocross Championships: Peddlars at the Poor Farm"	,"Masters 35+ B"	,2014-11-08,""
3,71, 7, 7,"David"	,"Anderson"	,"4"	,"Double Cross"	,"Masters 35+ C"	,2012-09-16,""
5, ?, 0, 0,"David"	,"Anderson"	,"3"	,"Redmond Golf Cross"	,"Masters 35+ B"	,2012-09-29,"UPGRADED TO 3 WITH 7 POINTS"
6,109, 0, 0,"David"	,"Anderson"	,"3"	,"Deschutes Brewery"	,"Masters 35+ C"	,2012-10-28,"NO POINTS FOR RACING BELOW CATEGORY"
4,20, 0, 0,"David"	,"Anderson"	,"3"	,"Psycho Cross Series (OBRA Championships)"	,"Masters Men 35+, C"	,2012-12-01,"NO POINTS FOR RACING BELOW CATEGORY"
2,200, 8, 8,"David"	,"Anderson"	,"4"	,"Alpenrose Dairy"	,"Masters 35+ C"	,2013-10-06,"DOWNGRADED TO 4"
7,117, 2,10,"David"	,"Anderson"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2013-10-26,""
1,103,10,20,"David"	,"Anderson"	,"4"	,"Deschutes Brewery"	,"Masters 35+ C"	,2013-10-27,"NEEDS UPGRADE"
7,27, 1, 1,"David"	,"Anderson"	,"3"	,"Ride Hard Finish Thirsty"	,"Masters Men B 35+"	,2015-09-20,""
6,36, 2, 2,"Elle"	,"Anderson"	,"1/2"	,"Deschutes Brewery Cup"	,"Women Category A"	,2012-12-08,""
6,33, 2, 4,"Elle"	,"Anderson"	,"1/2"	,"Deschutes Brewery Cup"	,"Women Category A"	,2012-12-09,""
3,27, 5, 5,"Ellene"	,"Anderson"	,"1/2"	,"Deschutes Brewery"	,"Women A"	,2013-12-08,""
1,63,10,10,"Erik"	,"Anderson"	,"3"	,"DDCX 1"	,"Masters 35+ B"	,2014-08-30,""
3,64, 7, 7,"Erik"	,"Anderson"	,"3"	,"GPRM 2015: DDCX"	,"Masters Men 35+ B"	,2015-09-05,""
3,26, 5,12,"Erik"	,"Anderson"	,"3"	,"GPRM 2015: DDCX"	,"Category B"	,2015-09-05,""
3, 9, 1, 1,"Krista"	,"Anderson"	,"5"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Beginner Women"	,2014-05-18,""
7,26, 1, 1,"Paul"	,"Anderson"	,"3"	,"Fazio Farms"	,"Masters 35+ B"	,2013-09-22,""
5,21, 1, 2,"Paul"	,"Anderson"	,"3"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Masters Men B 35+"	,2014-05-18,""
5,23, 1, 1,"Peter"	,"Anderson"	,"5"	,"GPTB: Double Cross"	,"Beginner Men"	,2012-09-15,""
6,32, 2, 3,"Peter"	,"Anderson"	,"5"	,"GPTB: David Douglas CX #2"	,"Beginner Men"	,2012-10-27,""
2,27, 6, 6,"Rob"	,"Anderson"	,"3"	,"Fazio Farms CX p/b Ironclad "	,"Masters 35+ B"	,2012-09-29,""
4,26, 4,10,"Rob"	,"Anderson"	,"3"	,"Blind Date at the Dairy"	,"Masters Men B 35+"	,2012-10-10,""
4,38, 4,14,"Rob"	,"Anderson"	,"3"	,"GPTB: Ninkrossi"	,"Masters 35+ B"	,2012-10-13,""
6,38, 2,16,"Rob"	,"Anderson"	,"3"	,"Kruger's Kermesse Farm Dirt Crit"	,"Masters Men B 35+"	,2013-05-19,""
6,56, 2,18,"Rob"	,"Anderson"	,"3"	,"Hood River Double Cross"	,"Masters 35+ B"	,2013-09-14,""
1,21, 5, 9,"Rob"	,"Anderson"	,"3"	,"Kruger's Kermesse CX Farm Crit & Bike Relay"	,"Masters Men B 35+"	,2014-05-18,""
5,37, 3, 3,"Robert"	,"Anderson"	,"4"	,"GPTB: Pedalers At The Poor Farm CX @ Edgefield"	,"Category C"	,2012-11-10,""
7,36, 1, 1,"Robert"	,"Anderson"	,"4"	,"DDCX 1"	,"Category C"	,2014-08-30,""
73, ?, 0, 0,"Robert"	,"Anderson"	,"3"	,"Alpenrose"	,"Masters 35+ B"	,2015-10-11,"UPGRADED TO 3 WITH 0 POINTS"
71, ?, 0, 0,"Robert"	,"Anderson"	,"4"	,"Alpenrose Dairy #2"	,"Masters 35+ 4"	,2017-10-08,"DOWNGRADED TO 4"
5,12, 1, 1,"Traci"	,"Anderson"	,"5"	,"Zaandercross "	,"Beginner Women"	,2013-09-21,""
3,10, 1, 2,"Traci"	,"Anderson"	,"5"	,"Battle At Barlow"	,"Beginner Women"	,2013-09-29,""
2,36, 6, 8,"Traci"	,"Anderson"	,"5"	,"Alpenrose Dairy"	,"Beginner Women"	,2013-10-06,""
7,44, 1, 9,"Traci"	,"Anderson"	,"5"	,"PIR Heron Lakes"	,"Beginner Women"	,2013-10-20,""
16, ?, 0, 0,"Traci"	,"Anderson"	,"4"	,"Deschutes Brewery"	,"Women C"	,2013-10-26,"UPGRADED TO 4 WITH 9 POINTS"
4,12, 2, 2,"Traci"	,"Anderson"	,"4"	,"Zaaldercross"	,"Women C"	,2014-09-20,""
7,23, 1, 3,"Traci"	,"Anderson"	,"4"	,"Battle at Barlow"	,"Women C"	,2014-09-28,""
2, 6, 2, 5,"Traci"	,"Anderson"	,"4"	,"Sandy/Boring Corn Cross"	,"Women Category C"	,2014-11-01,""
7,24, 1, 6,"Traci"	,"Anderson"	,"4"	,"Barton Park"	,"Women C"	,2014-11-16,""
4,13, 2, 8,"Traci"	,"Anderson"	,"4"	,"Kruger's Crossing CX"	,"Women C"	,2014-11-23,""
3,14, 3, 3,"Tracy"	,"Anderson"	,"5"	,"Het Meer CX Race"	,"Beginner Women"	,2013-09-07,""
1,14, 5, 5,"Dawn"	,"Andres"	,"5"	,"Het Meer CX Race"	,"Beginner Women"	,2013-09-07,""
6, ?, 0, 0,"Dawn"	,"Andres"	,"4"	,"Hood River Double Cross"	,"Women C"	,2013-09-14,"UPGRADED TO 4 WITH 5 POINTS"
6,28, 2, 2,"Dawn"	,"Andres"	,"4"	,"Blind Date at the Dairy"	,"Women C"	,2013-09-18,""
3,16, 3, 5,"Dawn"	,"Andres"	,"4"	,"Zaandercross "	,"Women C"	,2013-09-21,""
2,24, 6,11,"Dawn"	,"Andres"	,"4"	,"Ninkrossi"	,"Women C"	,2013-09-28,""
2,21, 6,17,"Dawn"	,"Andres"	,"4"	,"Blind Date at the Dairy"	,"Women C"	,2013-10-02,""
5,38, 3, 3,"Dawn"	,"Andres"	,"3"	,"Alpenrose Dairy"	,"Women B"	,2013-10-06,"UPGRADED TO 3 WITH 17 POINTS"
5,20, 1, 4,"Dawn"	,"Andres"	,"3"	,"Blind Date at the Dairy"	,"Women B"	,2013-10-09,""
4,23, 4, 8,"Dawn"	,"Andres"	,"3"	,"Rainier"	,"Women B"	,2013-10-13,""
6,23, 2,10,"Dawn"	,"Andres"	,"3"	,"Blind Date at the Dairy"	,"Women B"	,2013-10-16,""
7,28, 1,11,"Dawn"	,"Andres"	,"3"	,"Deschutes Brewery"	,"Women B"	,2013-10-26,""
2,25, 6,17,"Dawn"	,"Andres"	,"3"	,"Deschutes Brewery"	,"Women B"	,2013-10-27,""
2,27, 6,23,"Dawn"	,"Andres"	,"3"	,"Washington County Fair Complex"	,"Women B"	,2013-11-03,"NEEDS UPGRADE"
24, ?, 0, 0,"Dawn"	,"Andres"	,"2"	,"PIR Infield"	,"Women A"	,2013-11-10,"UPGRADED TO 2 WITH 23 POINTS"
7,40, 1, 1,"Dawn"	,"Andres"	,"2"	,"Alpenrose"	,"Women A"	,2015-10-10,""
3,16, 3, 3,"Marc"	,"Angelo"	,"5"	,"Cross-Word CX Challenge"	,"Beginner Men"	,2013-10-19,""
2,32, 6, 9,"Marc"	,"Angelo"	,"5"	,"Deschutes Brewery"	,"Beginner Men"	,2013-10-26,""
2,42, 6,15,"Marc"	,"Angelo"	,"5"	,"Deschutes Brewery"	,"Beginner Men"	,2013-10-27,""
3,78, 7,22,"Marc"	,"Angelo"	,"5"	,"Washington County Fair Complex"	,"Beginner Men"	,2013-11-03,"NEEDS UPGRADE"
6,42, 2,24,"Marc"	,"Angelo"	,"5"	,"OBRA CX Championships: GPET: Pedalers At The Poor Farm CX @ Edgefield"	,"Beginner Men"	,2013-11-09,"NEEDS UPGRADE"
46, ?, 0, 0,"Marc"	,"Angelo"	,"4"	,"Barton Park"	,"Category C"	,2013-11-17,"UPGRADED TO 4 WITH 24 POINTS"
7,43, 1, 1,"Marc"	,"Angelo"	,"4"	,"Rapha Portland Trophy Cup"	,"Masters Men C 35+"	,2015-09-08,""
4,31, 4, 5,"Marc"	,"Angelo"	,"4"	,"Rapha Portland Trophy Cup"	,"Masters Men C 35+"	,2015-09-29,""
5,58, 3, 8,"Marc"	,"Angelo"	,"4"	,"GP: David Douglas CX"	,"Masters 35+ 4"	,2016-09-03,""
3,67, 7,15,"Marc"	,"Angelo"	,"4"	,"Blind Date at the Dairy"	,"Masters Men 3/4 40+"	,2016-09-07,""
2,61, 8,23,"Marc"	,"Angelo"	,"4"	,"GP: Het Meer CX"	,"Masters 35+ 4"	,2016-09-10,"NEEDS UPGRADE"
6, ?, 0, 0,"Marc"	,"Angelo"	,"3"	,"Blind Date at the Dairy"	,"Masters Men 2/3 40+"	,2016-09-14,"UPGRADED TO 3 WITH 23 POINTS"
5,17, 1, 1,"Marc"	,"Angelo"	,"3"	,"Washougal CX"	,"Masters 35+ Category 3"	,2016-10-23,""
1, 7, 3, 3,"Mary"	,"Angelo"	,"1/2"	,"Kruger's Kermesse... Encore! CX Farm Crit"	,"Masters Women A 35+"	,2013-08-25,""
4,34, 4, 4,"Rob"	,"Angelo"	,"3"	,"Canby Cross-Word CX Challenge"	,"Masters 35+ B"	,2012-10-20,""
4,87, 5, 9,"Rob"	,"Angelo"	,"3"	,"Deschutes Brewery"	,"Masters 35+ B"	,2012-10-27,""
6,33, 2,11,"Rob"	,"Angelo"	,"3"	,"Thrilla Cyclocross Series"	,"Men B"	,2013-09-12,""
6,28, 2,13,"Rob"	,"Angelo"	,"3"	,"Thrilla Cyclocross Series"	,"Men B"	,2013-10-03,""
8,125, 1,14,"Rob"	,"Angelo"	,"3"	,"Alpenrose Dairy"	,"Masters 35+ B"	,2013-10-06,""
1,34, 7,12,"Rob"	,"Angelo"	,"3"	,"Kruger's Kermesse Farm Crit"	,"Masters Men B 35+"	,2014-08-24,""
4,23, 2,12,"Rob"	,"Angelo"	,"3"	,"Ride Hard, Finish Thirsty, p/b Boneyard"	,"Masters Men B 35+"	,2014-09-20,""
1,57, 7,19,"Rob"	,"Angelo"	,"3"	,"Heiser Farms CX"	,"Masters 35+ B"	,2014-10-04,""
5,111, 4,20,"Rob"	,"Angelo"	,"3"	,"WA County Fairgrounds"	,"Masters 35+ B"	,2014-10-26,"NEEDS UPGRADE"
41, ?, 0, 0,"Rob"	,"Angelo"	,"2"	,"Deschutes Brewery"	,"Masters 35+ A"	,2014-11-01,"UPGRADED TO 2 WITH 20 POINTS"
3,27, 5, 5,"Marc"	,"Ano"	,"3"	,"GPRM 2015: Zaaldercross"	,"Category B"	,2015-09-19,""
3,26, 5,10,"Marc"	,"Ano"	,"3"	,"GPRM 2015: Ninkrossi"	,"Category B"	,2015-09-26,""
2,39, 6, 6,"Brian"	,"Anthony"	,"3"	,"Kruger's Kermesse Farm Crit"	,"Masters Men B 35+"	,2015-08-30,""
1,21, 5,11,"Brian"	,"Anthony"	,"3"	,"Rapha Portland Trophy Cup"	,"Masters B"	,2015-09-01,""
2,64, 8,19,"Brian"	,"Anthony"	,"3"	,"GPRM 2015: DDCX"	,"Masters Men 35+ B"	,2015-09-05,""
1,32, 7,26,"Brian"	,"Anthony"	,"3"	,"Rapha Portland Trophy Cup"	,"Masters B 35+"	,2015-09-22,"NEEDS UPGRADE"
12, ?, 0, 0,"Brian"	,"Anthony"	,"2"	,"Battle at Barlow"	,"Masters 35+ A"	,2015-09-27,"UPGRADED TO 2 WITH 26 POINTS"
1,21, 5, 5,"Brian"	,"Anthony"	,"2"	,"Rapha Portland Trophy Cup"	,"Masters A 35+"	,2015-10-06,""
3,15, 1, 6,"Brian"	,"Anthony"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 1/2 40+"	,2016-09-14,""
6,27, 2, 8,"Brian"	,"Anthony"	,"2"	,"GP: Zaaldercross"	,"Masters 35+ 1/2"	,2016-09-17,""
2,10, 2,10,"Brian"	,"Anthony"	,"2"	,"Blind Date at the Dairy"	,"Masters Men 1/2 40+"	,2016-09-28,""
5,46, 3,13,"Brian"	,"Anthony"	,"2"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ 1/2"	,2016-10-09,""
7,42, 1, 9,"Brian"	,"Anthony"	,"2"	,"River City Bicycles Cyclocross Crusade"	,"Masters 35+ 1/2"	,2016-10-16,""
1,14, 3,12,"Brian"	,"Anthony"	,"2"	,"Portland Trophy Cup"	,"Masters Men 1/2"	,2017-09-19,""
5,22, 1,12,"Brian"	,"Anthony"	,"2"	,"Battle at Barlow"	,"Masters 35+ 1/2"	,2017-09-24,""
1,19, 5,15,"Brian"	,"Anthony"	,"2"	,"Portland Trophy Cup"	,"Masters Men 1/2"	,2017-09-26,""
1,14, 3,18,"Brian"	,"Anthony"	,"2"	,"Portland Trophy Cup"	,"Masters Men 1/2"	,2017-10-03,""
2,14, 2,18,"Brian"	,"Anthony"	,"2"	,"Portland Trophy Cup"	,"Masters Men 1/2"	,2017-10-10,""
6,26, 2,20,"Brian"	,"Anthony"	,"2"	,"Cascade Locks"	,"Masters 35+ 1/2"	,2017-10-15,""
5,41, 3,19,"Brian"	,"Anthony"	,"2"	,"Bend"	,"Masters 35+ 1/2"	,2017-10-28,""
7,27, 1,20,"Brian"	,"Anthony"	,"2"	,"Wooden Shoe"	,"Masters 35+ 1/2"	,2017-11-05,""
8, ?, 0, 0,"Brian"	,"Anthony"	,"1"	,"Barton Park"	,"Masters 35+ 1/2"	,2017-11-12,"UPGRADED TO 1 WITH 20 POINTS"
5,21, 1, 1,"Brian"	,"Anthony"	,"1"	,"Het Meer"	,"Masters 35+ 1/2"	,2018-09-08,""
4,24, 2, 3,"Brian"	,"Anthony"	,"1"	,"Zaaldercross"	,"Masters 35+ 1/2"	,2018-09-15,""
4,24, 2, 5,"Brian"	,"Anthony"	,"1"	,"Heiser Farm"	,"Masters 35+ 1/2"	,2018-09-29,""
7,48, 1, 6,"Brian"	,"Anthony"	,"1"	,"Alpenrose Dairy Day 1"	,"Masters 35+ 1/2"	,2018-10-06,""
3,18, 3, 3,"Michael"	,"Antonishen"	,"4"	,"Corvallis Cross Classic"	,"Category C"	,2015-11-07,""
5,19, 1, 4,"Michael"	,"Antonishen"	,"4"	,"Corvallis Cross Classic"	,"Category 4 Men"	,2016-11-12,""
1,22, 5, 5,"Michael"	,"Antonishen"	,"5"	,"Corvallis Cross Classic"	,"Category 5 Men"	,2016-11-12,"DOWNGRADED TO 5"
3,43, 5,10,"Michael"	,"Antonishen"	,"5"	,"Alpenrose Dairy #1"	,"Men 5"	,2017-10-07,""
6, ?, 0, 0,"Michael"	,"Antonishen"	,"4"	,"Corvallis Cross Classic"	,"Category 4 Men"	,2017-11-04,"UPGRADED TO 4 WITH 10 POINTS"
4,36, 4, 4,"Kaitlin"	,"ANTONNEAU"	,"1/2"	,"Deschutes Brewery Cup"	,"Women Category A"	,2012-12-08,""
7,26, 1, 1,"Casey"	,"Antonson"	,"5"	,"GPCM: Het Meer CX"	,"Men 5"	,2017-09-09,""
5,21, 1, 2,"Casey"	,"Antonson"	,"5"	,"GPCM: Zaaldercross"	,"Men 5"	,2017-09-16,""
4,28, 4, 6,"Casey"	,"Antonson"	,"5"	,"Battle at Barlow"	,"Men 5"	,2017-09-24,""
2,16, 4,10,"Casey"	,"Antonson"	,"5"	,"GPCM: Heiser Farm CX"	,"Men 5"	,2017-09-30,""
7, ?, 0, 0,"Casey"	,"Antonson"	,"4"	,"GPCM: Washougal CX"	,"Masters 35+ 4"	,2017-10-14,"UPGRADED TO 4 WITH 10 POINTS"
2,25, 6, 6,"Jenna"	,"App"	,"5"	,"Deschutes Brewery"	,"Beginner Women"	,2014-11-01,"DOWNGRADED TO 5"
3, ?, 0, 0,"Jenna"	,"App"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Category 3 Masters Women"	,2017-09-13,"UPGRADED TO 3 WITH 0 POINTS"
3, 6, 1, 1,"Jenna"	,"App"	,"3"	,"MBSEF Thrilla Cyclocross Series"	,"Category 3 Masters Women"	,2017-09-28,""
5,19, 1, 1,"Sam"	,"Appelbaum"	,"4"	,"CrossWord CX Challenge"	,"Men 4"	,2016-10-22,""
3,40, 5, 6,"Sam"	,"Appelbaum"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Men 4"	,2016-10-30,""
3,56, 5,11,"Sam"	,"Appelbaum"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Men 4"	,2016-11-06,""
5,41, 3,14,"Sam"	,"Appelbaum"	,"4"	,"River City Bicycles Cyclocross Crusade"	,"Men 4"	,2016-11-13,""
3,14, 3, 3,"Katy"	,"Applin"	,"3"	,"Blind Date at the Dairy"	,"Women B"	,2015-09-16,""
2,17, 4, 7,"Katy"	,"Applin"	,"3"	,"Blind Date at the Dairy"	,"Women B"	,2015-09-23,""
7,26, 1, 1,"Gina"	,"Arcouette"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-09-26,""
5,20, 1, 2,"Gina"	,"Arcouette"	,"5"	,"Portland Trophy Cup"	,"Beginner Women"	,2017-10-03,""
1,18, 5, 5,"Spencer"	,"Ardt"	,"4"	,"Twilight Cyclocross Series"	,"Men C"	,2012-09-25,""
5,79, 4, 9,"Spencer"	,"Ardt"	,"4"	,"Rainier"	,"Category C"	,2012-10-14,""
1,69,10,19,"Spencer"	,"Ardt"	,"4"	,"Deschutes Brewery"	,"Category C"	,2012-10-27,""
2,63, 8,27,"Spencer"	,"Ardt"	,"4"	,"Deschutes Brewery"	,"Category C"	,2012-10-28,"NEEDS UPGRADE"
11, ?, 0, 0,"Spencer"	,"Ardt"	,"3"	,"Barton Park"	,"Category B"	,2012-11-04,"UPGRADED TO 3 WITH 27 POINTS"
2,15, 2, 2,"Spencer"	,"Ardt"	,"3"	,"Psycho Cross Series (OBRA Championships)"	,"Men B"	,2012-12-01,""
1,33, 7, 7,"Josh"	,"Armagost"	,"3"	,"CrossWord CX Challenge p/b Western Bikeworks"	,"Masters Men 35+ B"	,2014-10-18,"DOWNGRADED TO 3"
4,12, 2, 2,"Alana"	,"Armstrong"	,"3"	,"Heiser Farms CX"	,"Women B"	,2014-10-04,""
4,26, 4, 6,"Alana"	,"Armstrong"	,"3"	,"Heron Lakes"	,"Women B"	,2014-10-19,""
1,25, 7,13,"Alana"	,"Armstrong"	,"3"	,"WA County Fairgrounds"	,"Women B"	,2014-10-26,""
3,27, 5,18,"Alana"	,"Armstrong"	,"3"	,"Deschutes Brewery"	,"Women B"	,2014-11-02,""
1,24, 7,25,"Alana"	,"Armstrong"	,"3"	,"PIR Infield"	,"Women B"	,2014-11-09,"NEEDS UPGRADE"
11, ?, 0, 0,"Alana"	,"Armstrong"	,"2"	,"GPRM 2015: Het Meer CX"	,"Women A"	,2015-09-12,"UPGRADED TO 2 WITH 25 POINTS"
6,61, 3, 3,"Andy"	,"Armstrong"	,"5"	,"Blind Date at the Dairy"	,"Beginner Men"	,2012-10-10,""
4,53, 4, 7,"Andy"	,"Armstrong"	,"5"	,"Blind Date at the Dairy"	,"Beginner Men"	,2012-10-17,""
2,37, 6,13,"Andy"	,"Armstrong"	,"5"	,"Blind Date at the Dairy"	,"Beginner Men"	,2012-10-24,""
6, ?, 0, 0,"Andy"	,"Armstrong"	,"4"	,"GPTB: Winter Cross"	,"Category C"	,2012-12-02,"UPGRADED TO 4 WITH 13 POINTS"
5,16, 1, 1,"Andy"	,"Armstrong"	,"4"	,"Heiser Farm CX"	,"Category C"	,2013-10-05,""
3,34, 5, 6,"Andy"	,"Armstrong"	,"4"	,"Blind Date at the Dairy"	,"Men C"	,2013-10-09,""
7,64, 2, 2,"Craig"	,"Armstrong"	,"3"	,"GPRM 2015: DDCX"	,"Masters Men 35+ B"	,2015-09-05,""
1,39, 7, 9,"Craig"	,"Armstrong"	,"3"	,"GPRM 2015: Het Meer CX"	,"Masters 35+ B"	,2015-09-12,""
1,56, 7,16,"Craig"	,"Armstrong"	,"3"	,"GPRM 2015: Zaaldercross"	,"Masters 35+ B"	,2015-09-19,""
41, ?, 0, 0,"Craig"	,"Armstrong"	,"2"	,"Deschutes Brewery"	,"Category A"	,2015-10-31,"PREMATURELY UPGRADED TO 2 WITH 16 POINTS"
3,10, 1, 1,"Emma"	,"Armstrong"	,"5"	,"Corvallis Cross Classic"	,"Beginner Women"	,2015-11-07,""
1, ?, 0, 0,"Emma"	,"Armstrong"	,"4"	,"Psycho Cross"	,"Women 4"	,2016-10-23,"UPGRADED TO 4 WITH 1 POINTS"
1,10, 3, 3,"Emma"	,"Armstrong"	,"4"	,"Corvallis Cross Classic"	,"Women Category 4"	,2016-11-12,""
2, 8, 2, 5,"Emma"	,"Armstrong"	,"4"	,"Corvallis Cross Classic"	,"Women Category 4"	,2017-11-04,""
1,11, 3, 3,"Paul"	,"Armstrong"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-02,""
1,16, 5, 8,"Paul"	,"Armstrong"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-09,""
2,17, 4,12,"Paul"	,"Armstrong"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-16,""
1,10, 3,15,"Paul"	,"Armstrong"	,"4"	,"Ride Hard Finish Thirsty"	,"Men C"	,2015-09-20,""
1,11, 3,18,"Paul"	,"Armstrong"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-23,""
2,12, 2,20,"Paul"	,"Armstrong"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-30,"NEEDS UPGRADE"
2,38, 6,26,"Paul"	,"Armstrong"	,"4"	,"GP: David Douglas CX"	,"Men 4"	,2016-09-03,"NEEDS UPGRADE"
5, ?, 0, 0,"Paul"	,"Armstrong"	,"3"	,"Ride Hard Finish Thirsty"	,"Men 3"	,2016-09-17,"UPGRADED TO 3 WITH 18 POINTS"
3,28, 5, 5,"Paul"	,"Armstrong"	,"3"	,"Battle at Barlow"	,"Men 2/3"	,2016-09-25,""
4,83, 5,10,"Paul"	,"Armstrong"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Men 2/3"	,2016-10-08,""
8,84, 1,11,"Paul"	,"Armstrong"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Men 2/3"	,2016-10-29,""
8,73, 1,12,"Paul"	,"Armstrong"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Men 2/3"	,2016-10-30,""
5,85, 4,16,"Paul"	,"Armstrong"	,"3"	,"River City Bicycles Cyclocross Crusade"	,"Men 2/3"	,2016-11-06,""
11, ?, 0, 0,"Paul"	,"Armstrong"	,"2"	,"GPCM: DDCX"	,"Men 1/2"	,2017-09-02,"PREMATURELY UPGRADED TO 2 WITH 16 POINTS"
3,75, 7, 7,"Adam"	,"Artner"	,"3"	,"Deschutes Brewery Cup"	,"Men Category B"	,2012-12-09,""
4, ?, 0, 0,"Adam"	,"Artner"	,"2"	,"New Year's Revolution Cross"	,"Men Category A"	,2012-12-29,"PREMATURELY UPGRADED TO 2 WITH 7 POINTS"
5,14, 1, 1,"Kristen"	,"Ash"	,"5"	,"Blind Date at the Dairy"	,"Beginner Women"	,2014-09-10,""
5,21, 3, 4,"Kristen"	,"Ash"	,"5"	,"Kruger's Kermesse Farm Crit"	,"Beginner Women"	,2015-08-30,""
22, ?, 0, 0,"Kristen"	,"Ash"	,"4"	,"Deschutes Brewery"	,"Women C"	,2015-10-31,"UPGRADED TO 4 WITH 3 POINTS"
5,51, 3, 3,"Warren"	,"Atkey"	,"3"	,"Portland Trophy Cup"	,"Masters Men 3/4"	,2017-10-03,""
2, 8, 2, 2,"Suzie"	,"Atkin"	,"4"	,"Double Cross"	,"Women C"	,2012-09-16,""
2,22, 6, 8,"Suzie"	,"Atkin"	,"4"	,"Battle at Barlow"	,"Women C"	,2012-09-30,""
21, ?, 0, 0,"Suzie"	,"Atkin"	,"3"	,"Rainier"	,"Women B"	,2012-10-14,"UPGRADED TO 3 WITH 8 POINTS"
3,11, 3, 3,"Suzie"	,"Atkin"	,"3"	,"David Douglas CX #1"	,"Women B"	,2013-08-31,""
5,25, 3, 6,"Suzie"	,"Atkin"	,"3"	,"Deschutes Brewery"	,"Women B"	,2013-10-27,""
4,30, 4, 7,"Suzie"	,"Atkin"	,"3"	,"Deschutes Brewery"	,"Women B"	,2014-11-01,""
6,24, 2, 6,"Suzie"	,"Atkin"	,"3"	,"PIR Infield"	,"Women B"	,2014-11-09,""
3,11, 1, 1,"Matt"	,"Atwood"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Men C"	,2015-09-23,""
2,12, 4, 4,"Ivy"	,"Audrain"	,"1/2"	,"Blind Date at the Dairy"	,"Women 1/2"	,2018-10-03,""
4,12, 2, 2,"Julia"	,"Austin"	,"5"	,"Future Cross"	,"Beginner Women"	,2013-09-22,"DOWNGRADED TO 5"
5,15, 1, 1,"Julia"	,"Austin"	,"4"	,"Thrilla Cyclocross Series"	,"Women C"	,2013-09-26,"UPGRADED TO 4 WITH 2 POINTS"
2, 7, 2, 2,"Julia"	,"Austin"	,"5"	,"MBSEF Thrilla Cyclocross Series"	,"Women 5"	,2016-08-31,"DOWNGRADED TO 5"
4, ?, 0, 0,"Julia"	,"Austin"	,"4"	,"Ride Hard Finish Thirsty"	,"Women 4"	,2016-09-18,"UPGRADED TO 4 WITH 2 POINTS"
2, 6, 2, 2,"Julia"	,"Austin"	,"4"	,"MBSEF Thrilla Cyclocross Series"	,"Category 4 Women"	,2018-09-06,""
5,22, 1, 1,"Bruce"	,"Avery"	,"5"	,"CrossWord CX Challenge p/b Western Bikeworks"	,"Beginner Men"	,2014-10-18,""
29, ?, 0, 0,"Bruce"	,"Avery"	,"4"	,"Rapha Portland Trophy Cup"	,"Masters Men C"	,2015-09-01,"UPGRADED TO 4 WITH 1 POINTS"
1,33, 7, 7,"Michael"	,"Aylward"	,"4"	,"GP: Het Meer CX"	,"Men 4"	,2016-09-10,""
2,28, 6,13,"Michael"	,"Aylward"	,"4"	,"GP: Zaaldercross"	,"Men 4"	,2016-09-17,""
5,52, 3,16,"Michael"	,"Aylward"	,"4"	,"Blind Date at the Dairy"	,"Men 3/4"	,2016-09-21,""
1,33, 7,23,"Michael"	,"Aylward"	,"4"	,"GP: Ninkrossi"	,"Men 4"	,2016-09-24,"NEEDS UPGRADE"
5,44, 3, 3,"Michael"	,"Aylward"	,"3"	,"Blind Date at the Dairy"	,"Men 3/4"	,2016-09-28,"UPGRADED TO 3 WITH 23 POINTS"
4,48, 4, 7,"Michael"	,"Aylward"	,"3"	,"Blind Date at the Dairy"	,"Men 3/4"	,2016-10-05,""
1,45, 7,14,"Michael"	,"Aylward"	,"3"	,"CrossWord CX Challenge"	,"Masters 35+ Category 3"	,2016-10-22,""
6,54, 2,16,"Michael"	,"Aylward"	,"3"	,"GPCM: DDCX"	,"Masters 35+ Category 3"	,2017-09-02,""
6,41, 2,18,"Michael"	,"Aylward"	,"3"	,"GPCM: Het Meer CX"	,"Masters 35+ Category 3"	,2017-09-09,""
